seed,mcc,auprc,auroc,cov_min_marg_lac,cov_maj_marg_lac,cov_min_mond_lac,cov_maj_mond_lac,setsz_marg_lac,setsz_mond_lac,cov_min_marg_aps,cov_maj_marg_aps,setsz_marg_aps,minority_rate,maj_label
0,0.5485980950852923,0.8237029555640023,0.8764201317882299,0.901840490797546,0.9027777777777778,0.901840490797546,0.9074074074074074,1.2585751978891822,1.2638522427440633,1.0,1.0,1.9973614775725594,0.43007915567282323,0
1,0.647924771236713,0.8737586223074698,0.9096001134429949,0.9512195121951219,0.9209302325581395,0.9512195121951219,0.9395348837209302,1.266490765171504,1.3218997361477574,1.0,1.0,1.9973614775725594,0.43271767810026385,0
2,0.5537364552026852,0.8132371463316681,0.8635097101041374,0.9529411764705882,0.8851674641148325,0.9764705882352941,0.8564593301435407,1.3192612137203166,1.3377308707124012,1.0,1.0,2.0,0.44854881266490765,0
3,0.6625809059497288,0.8987330166392824,0.910323209807746,0.8864864864864865,0.9484536082474226,0.9351351351351351,0.9381443298969072,1.229551451187335,1.2928759894459103,1.0,1.0,1.9815303430079156,0.48812664907651715,0
4,0.6944144385591053,0.8746068457889068,0.9172433352240499,0.9207317073170732,0.9116279069767442,0.9207317073170732,0.9255813953488372,1.1926121372031662,1.2269129287598945,1.0,1.0,1.9973614775725594,0.43271767810026385,0
5,0.6393304970891178,0.8665204080577018,0.8922973578145992,0.9261363636363636,0.9014778325123153,0.8636363636363636,0.916256157635468,1.2401055408970976,1.2137203166226913,1.0,0.9950738916256158,1.9868073878627968,0.46437994722955145,0
6,0.6223931812927312,0.8587939043911457,0.8979534622932437,0.9252873563218391,0.9414634146341463,0.9195402298850575,0.9414634146341463,1.2902374670184698,1.3113456464379947,0.9885057471264368,1.0,1.9841688654353562,0.45910290237467016,0
7,0.5888271602286249,0.810984315575764,0.8688142582759011,0.9161676646706587,0.8632075471698113,0.9041916167664671,0.8867924528301887,1.2269129287598945,1.2480211081794195,1.0,1.0,1.9947229551451187,0.44063324538258575,0
