seed,mcc,auprc,auroc,cov_min_marg,cov_maj_marg,cov_min_mond,cov_maj_mond,setsize_marg,setsize_mond
0,0.28879408632155856,0.510469079783417,0.7936475004939735,0.3492063492063492,0.9991701244813278,0.9126984126984127,0.9095435684647303,1.085792724776939,1.4824982841455046
1,0.2913160105133864,0.44652886840924577,0.7732183261844278,0.326271186440678,0.9975429975429976,0.9279661016949152,0.9115479115479116,1.0947151681537406,1.5847632120796156
2,0.21709230434097593,0.4319954977386313,0.7763138517209457,0.3648068669527897,0.9975490196078431,0.8927038626609443,0.9027777777777778,1.1118737131091283,1.4687714481811942
