seed,mcc,auprc,auroc,cov_min_marg,cov_maj_marg,cov_min_mond,cov_maj_mond,setsize_marg,setsize_mond
0,0.32855878112866654,0.4336787749272043,0.7855251036388761,0.0,0.9700598802395209,1.0,0.9341317365269461,0.9444444444444444,1.9027777777777777
1,-0.01997604311378105,0.1670390173361619,0.7269965277777777,0.0,0.9880952380952381,1.0,0.9553571428571429,0.9861111111111112,1.9416666666666667
2,0.14950143819549785,0.2548801321013513,0.7883160981632967,0.0,0.9824046920821115,1.0,0.8856304985337243,0.975,1.863888888888889
