seed,mcc,auprc,auroc,cov_min_marg,cov_maj_marg,cov_min_mond,cov_maj_mond,setsize_marg,setsize_mond
0,0.32855878112866654,0.3713290764599494,0.8167894979272226,0.0,0.9850299401197605,1.0,0.9491017964071856,0.9694444444444444,1.9277777777777778
1,-0.01997604311378105,0.14482950397803965,0.7346230158730158,0.0,0.9851190476190477,1.0,0.9404761904761905,0.9833333333333333,1.9305555555555556
2,0.223590406092313,0.2428793611682793,0.7109893502083655,0.0,0.9853372434017595,1.0,0.9237536656891495,0.9777777777777777,1.9055555555555554
